City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
447,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,14.59,57,0,11.18,clear sky
448,Tevaitoa,PF,-16.7833,-151.5,77.11,80,100,14.72,moderate rain
449,Polyarnyy,RU,69.1989,33.4478,34.77,82,100,21.59,light snow
450,Kashan,IR,33.9831,51.4364,51.39,87,42,2.3,mist
451,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,68,0,5.75,clear sky
452,Koppang,NO,61.5706,11.0555,35.98,91,69,3.42,broken clouds
453,Ixtapa,MX,20.7,-105.2,80.22,69,0,8.01,clear sky
454,Temirtau,KZ,50.0544,72.9483,29.93,94,100,23.53,overcast clouds
455,Abu Samrah,SY,35.3029,37.1841,60.78,54,6,6.46,clear sky
456,Susanville,US,40.4163,-120.653,42.91,60,100,9.22,overcast clouds
457,Junction City,US,39.0286,-96.8314,34.39,54,0,5.75,clear sky
458,Pangody,RU,65.85,74.4859,-8.84,94,57,11.05,broken clouds
459,Vao,NC,-22.6667,167.4833,72.88,79,98,22.37,overcast clouds
460,Santiago Del Estero,AR,-27.7951,-64.2615,76.32,70,99,11.54,moderate rain
461,Cayenne,GF,4.9333,-52.3333,75.24,94,0,0.0,clear sky
462,Sukumo,JP,32.9333,132.7333,65.39,99,100,4.52,light rain
463,Saint-Philippe,RE,-21.3585,55.7679,69.39,74,0,4.38,clear sky
464,Cortez,US,37.3489,-108.5859,45.03,31,0,8.05,clear sky
465,Kourou,GF,5.1552,-52.6478,75.25,86,100,5.57,overcast clouds
466,Anadyr,RU,64.75,177.4833,1.9,85,75,2.24,fog
467,Miami,US,25.7743,-80.1937,82.0,84,75,10.36,broken clouds
468,Botshabelo,ZA,-29.2702,26.7052,56.57,91,95,5.5,light rain
469,Comarapa,BO,-17.9,-64.4833,59.49,89,52,5.64,broken clouds
470,Krasni Okny,UA,47.5404,29.46,45.25,70,34,5.77,scattered clouds
471,Ostersund,SE,63.1792,14.6357,41.61,87,20,12.66,few clouds
472,Ust-Tsilma,RU,65.441,52.1498,22.86,95,100,7.92,light snow
473,Kupang,ID,-10.1667,123.5833,81.93,81,98,7.2,overcast clouds
474,Broken Hill,AU,-31.95,141.4333,71.26,61,92,9.71,overcast clouds
475,Tabou,CI,4.423,-7.3528,77.92,87,83,6.98,light rain
476,Yamada,JP,39.4667,141.95,60.35,84,21,8.34,few clouds
477,New Amsterdam,GY,6.25,-57.5167,76.44,87,100,3.58,overcast clouds
478,Dedovichi,RU,57.5517,29.9502,45.82,75,8,16.53,clear sky
479,Yarmouth,US,41.7057,-70.2286,64.96,87,0,5.75,clear sky
480,Chilca,PE,-12.5211,-76.7372,64.27,86,91,8.72,overcast clouds
481,Voinesti,RO,47.0667,27.4167,42.67,100,11,1.14,mist
482,Sitka,US,57.0531,-135.33,46.29,81,100,6.91,light rain
483,Bose,IT,45.4612,8.0137,50.2,84,96,3.06,overcast clouds
484,Nuuk,GL,64.1835,-51.7216,23.61,80,40,3.44,scattered clouds
485,Znamenskoye,RU,57.1281,73.8282,31.5,99,100,1.81,light snow
486,Nampa,US,43.5407,-116.5635,39.65,60,78,4.61,broken clouds
487,Vanimo,PG,-2.6741,141.3028,80.55,84,100,4.7,moderate rain
488,Bintulu,MY,3.1667,113.0333,75.61,100,20,3.44,few clouds
489,Lompoc,US,34.6391,-120.4579,67.78,61,0,12.66,clear sky
490,Kushima,JP,31.4583,131.2333,74.03,94,100,9.17,overcast clouds
491,Cooma,AU,-36.2333,149.1333,58.77,100,100,14.97,overcast clouds
492,Hobyo,SO,5.3505,48.5268,80.76,71,4,12.77,clear sky
493,Popondetta,PG,-8.7537,148.2534,86.22,65,100,1.3,overcast clouds
494,Catamarca,AR,-28.4696,-65.7852,76.77,52,83,3.0,broken clouds
495,La Fleche,FR,47.6982,-0.0755,52.93,79,47,6.96,scattered clouds
496,Knysna,ZA,-34.0363,23.0471,61.21,78,3,7.9,clear sky
497,Chumikan,RU,54.7183,135.315,9.3,92,22,18.43,few clouds
498,Tura,IN,25.5198,90.2201,60.67,72,0,3.24,clear sky
499,Zhezkazgan,KZ,47.8043,67.7144,30.34,93,100,13.85,overcast clouds
500,Taitung,TW,22.7583,121.1444,71.87,94,0,3.44,clear sky
501,Gornyy,RU,55.1153,83.9059,31.78,98,100,15.48,light snow
502,Tingi,TZ,-11.3,35.0333,67.39,67,97,1.81,light rain
503,Umm Lajj,SA,25.0213,37.2685,77.94,58,0,9.06,clear sky
504,Aklavik,CA,68.2191,-135.0107,12.2,92,40,3.44,scattered clouds
505,Posse,BR,-14.0931,-46.3694,69.39,82,85,1.34,overcast clouds
506,Pacific Grove,US,36.6177,-121.9166,63.88,67,0,18.01,clear sky
507,Fuling,CN,29.7022,107.3919,55.4,88,100,2.82,overcast clouds
508,Semporna,MY,4.4818,118.6112,80.17,86,100,7.05,overcast clouds
509,Nybro,SE,56.7446,15.9071,47.05,93,28,4.52,scattered clouds
510,Treinta Y Tres,UY,-33.2333,-54.3833,68.22,78,100,12.73,light rain
511,Egvekinot,RU,66.3167,-179.1667,-1.97,87,39,2.91,scattered clouds
512,Puerto Carreno,CO,6.189,-67.4859,79.86,83,100,4.07,overcast clouds
513,Illela,NG,13.7292,5.2975,78.84,22,1,10.2,clear sky
514,Kundiawa,PG,-6.0167,144.9667,72.61,72,100,1.14,overcast clouds
515,Jiaozuo,CN,35.2397,113.2331,46.53,49,66,2.68,broken clouds
516,Hoima,UG,1.4356,31.3436,63.46,96,100,1.79,overcast clouds
517,Belem De Sao Francisco,BR,-8.7539,-38.9658,83.55,53,58,17.11,broken clouds
518,Orbetello,IT,42.4408,11.2196,55.42,53,62,10.16,broken clouds
519,Skjervoy,NO,70.0311,20.9714,37.4,73,98,3.51,overcast clouds
520,Zhigansk,RU,66.7697,123.3711,4.01,97,100,5.1,overcast clouds
521,Gairo,IT,39.8497,9.5047,56.17,83,100,2.44,overcast clouds
522,Kidal,ML,18.4411,1.4078,75.4,19,44,12.35,scattered clouds
523,Inirida,CO,3.8653,-67.9239,76.14,95,98,2.86,overcast clouds
524,Manyoni,TZ,-5.7467,34.8382,74.16,43,98,5.84,overcast clouds
525,Saint Paul,US,44.9444,-93.0933,28.98,64,100,11.5,overcast clouds
526,Beloha,MG,-25.1667,45.05,71.42,81,80,17.52,broken clouds
527,Aljezur,PT,37.3191,-8.8033,60.08,88,3,4.18,clear sky
528,Ust-Nera,RU,64.5667,143.2,-23.22,99,77,4.54,broken clouds
529,Male,MV,4.1748,73.5089,82.35,78,75,14.97,broken clouds
530,Mendi,PG,-6.1761,143.6513,63.68,72,100,1.14,overcast clouds
531,Trujillo,PE,-8.116,-79.03,62.56,88,100,4.61,fog
532,Port Hedland,AU,-20.3167,118.5667,77.05,65,0,0.0,clear sky
533,Smidovich,RU,48.6,133.8167,20.57,82,35,7.14,scattered clouds
534,Ashland,US,40.8167,-82.2665,34.34,94,98,7.65,overcast clouds
535,Mucuri,BR,-18.0864,-39.5508,76.15,83,96,12.03,overcast clouds
536,Mnogovershinnyy,RU,53.9353,139.9242,9.55,86,12,4.76,few clouds
537,Obo,CF,5.3998,26.4869,66.76,88,99,2.26,overcast clouds
538,Kiunga,PG,-6.1219,141.2906,81.1,80,99,2.55,overcast clouds
539,Pokhara,NP,28.2333,83.9833,55.47,50,1,5.66,clear sky
540,Suihua,CN,46.6406,126.9969,18.91,66,0,8.41,clear sky
541,Areosa,PT,41.7178,-8.8571,59.0,77,93,7.56,overcast clouds
542,Biscarrosse,FR,44.3945,-1.1672,48.15,93,100,0.0,fog
543,Mahon,ES,39.8885,4.2658,59.56,88,0,10.36,clear sky
544,Douala,CM,4.0483,9.7043,76.17,91,89,1.79,light rain
545,Dera Ghazi Khan,PK,30.0561,70.6348,67.12,41,45,5.75,scattered clouds
546,Saint-Joseph,RE,-21.3667,55.6167,68.38,72,0,3.89,clear sky
547,Cozumel,MX,20.5083,-86.9458,82.08,86,40,3.44,scattered clouds
548,Warri,NG,5.5167,5.75,75.47,93,76,2.89,broken clouds
549,Raton,US,36.9034,-104.4391,47.32,18,0,10.36,clear sky
550,Nam Som,TH,17.7704,102.1895,69.73,88,22,2.53,few clouds
551,Khon Buri,TH,14.5254,102.2459,68.11,78,68,0.63,broken clouds
552,Huarmey,PE,-10.0681,-78.1522,65.62,80,55,9.15,broken clouds
553,Kanaya,JP,34.8167,138.1333,61.07,72,75,5.75,broken clouds
554,Pisco,PE,-13.7,-76.2167,64.45,82,0,19.57,clear sky
555,Bantou,CN,26.2151,117.4893,66.24,77,0,1.23,clear sky
556,Saskatoon,CA,52.1168,-106.6345,8.58,78,100,6.91,overcast clouds
557,Jalu,LY,29.0331,21.5482,66.09,50,82,5.7,broken clouds
558,Nalut,LY,30.3333,10.85,60.17,47,0,7.74,clear sky
559,El Pueblito,MX,20.5333,-100.45,78.04,27,1,6.87,clear sky
560,Dejen,ET,10.1667,38.1333,50.99,51,27,2.33,scattered clouds
561,Turbat,PK,26.0023,63.044,78.76,48,3,4.18,clear sky
562,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.14,77,84,10.22,broken clouds
563,Imperia,IT,43.9667,7.7833,56.77,52,100,5.5,overcast clouds
564,Maningrida,AU,-12.0667,134.2667,87.64,62,34,6.55,scattered clouds
565,Rovaniemi,FI,66.5,25.7167,35.01,100,100,10.36,overcast clouds
566,Milkovo,RU,54.7167,158.6167,12.16,81,94,4.0,overcast clouds
567,Bandrele,YT,-12.9067,45.1914,76.75,88,0,6.91,clear sky
568,Oxelosund,SE,58.6706,17.1015,39.58,100,25,3.44,fog
569,Mindelo,CV,16.8901,-24.9804,76.55,65,20,17.27,few clouds
570,Ormara,PK,25.2088,64.6357,79.72,75,1,10.02,clear sky
571,Nuevitas,CU,21.5453,-77.2644,78.06,82,100,5.91,overcast clouds
572,Tessalit,ML,20.1986,1.0114,74.23,19,27,11.32,scattered clouds
573,Pundaguitan,PH,6.3711,126.1689,82.27,77,99,13.04,overcast clouds
574,Gat,IL,31.61,34.7642,70.39,100,0,2.89,clear sky
575,Nurota,UZ,40.5614,65.6886,41.4,63,46,2.21,scattered clouds
576,Bay City,US,43.5945,-83.8889,39.52,63,100,8.05,overcast clouds
577,Bone,DE,51.9669,12.1396,41.5,83,93,5.75,overcast clouds
578,Hargeysa,SO,9.56,44.065,61.12,94,19,12.01,few clouds
579,Chipoka,MW,-13.9933,34.5157,82.0,52,95,4.52,overcast clouds
580,Bahia Blanca,AR,-38.7196,-62.2724,60.01,86,80,12.95,broken clouds
581,Namibe,AO,-15.1961,12.1522,63.91,76,37,8.79,scattered clouds
582,Kijang,KR,35.2442,129.2139,67.73,90,80,7.67,broken clouds
583,Malanje,AO,-9.5402,16.341,64.49,71,93,5.73,overcast clouds
584,Victoria,HK,22.2855,114.1577,74.32,87,8,5.86,clear sky
585,Caraquet,CA,47.7941,-64.9386,34.34,91,100,24.23,snow
586,Yamaranguila,HN,14.2833,-88.25,63.55,88,40,0.0,scattered clouds
587,Guatire,VE,10.4762,-66.5427,73.49,98,99,2.15,overcast clouds
588,Borujerd,IR,33.8973,48.7516,46.08,85,0,0.87,clear sky
589,Touros,BR,-5.1989,-35.4608,78.8,80,2,11.72,clear sky
590,Rockingham,US,42.9668,-71.0995,63.66,78,14,1.01,few clouds
591,Maine-Soroa,NE,13.2114,12.0241,74.95,20,2,9.44,clear sky
592,Mujiayingzi,CN,42.1167,118.7833,13.68,79,0,6.55,clear sky
593,Kahului,US,20.8947,-156.47,82.42,70,40,14.97,scattered clouds
594,Tahe,CN,52.3333,124.7333,6.17,94,5,3.53,clear sky
595,Yenagoa,NG,4.9247,6.2642,75.67,93,77,4.45,broken clouds
596,Rincon,US,32.296,-81.2354,71.85,81,20,6.91,few clouds
597,Channel-Port Aux Basques,CA,47.5702,-59.1367,50.18,99,100,12.77,moderate rain
598,Maxixe,MZ,-23.8597,35.3472,76.57,87,16,9.24,few clouds
599,Bay Roberts,CA,47.5999,-53.2648,49.05,97,100,1.01,moderate rain
600,Yurga,RU,55.7231,84.8861,32.18,97,100,14.54,light snow
601,Nemuro,JP,43.3236,145.575,57.04,90,100,23.8,overcast clouds
602,Nyurba,RU,63.2842,118.3319,1.29,89,96,11.05,overcast clouds
603,Awbari,LY,26.5921,12.7805,59.68,37,1,6.69,clear sky
604,Jilib,SO,0.4883,42.7854,73.6,91,30,4.38,scattered clouds
605,Valparaiso,CL,-33.0393,-71.6273,61.48,92,75,6.91,broken clouds
606,Vostok,RU,46.4856,135.8833,25.63,96,100,6.13,light snow
607,Oranjemund,NA,-28.55,16.4333,59.02,92,0,2.53,clear sky
608,Pascoag,US,41.9557,-71.7023,59.83,79,0,3.44,clear sky
609,Tecpatan,MX,17.1333,-93.3,74.28,88,31,4.99,light rain
610,Mezen,RU,65.8522,44.24,32.9,95,100,10.8,overcast clouds
611,Faya,SA,18.3851,42.4509,55.51,74,7,1.68,clear sky
612,Kirove,UA,47.6531,35.6951,44.78,78,5,13.15,clear sky
613,Alihe,CN,50.5667,123.7167,3.52,97,49,2.26,scattered clouds
614,Dali,CN,25.7,100.1833,47.75,90,35,2.48,scattered clouds
615,Jiblah,YE,13.9216,44.1467,57.67,67,0,2.24,clear sky
616,Gualaco,HN,15.05,-86.05,87.64,89,28,2.84,scattered clouds
617,Skibbereen,IE,51.55,-9.2667,59.11,87,100,22.44,overcast clouds
618,Vanavara,RU,60.34,102.2797,14.16,95,100,3.91,light snow
619,Maniitsoq,GL,65.4167,-52.9,28.0,63,100,6.46,overcast clouds
620,Tuntum,BR,-5.2581,-44.6489,78.26,80,98,3.89,overcast clouds
621,Itarema,BR,-2.9248,-39.9167,79.03,76,64,14.52,broken clouds
622,College,US,64.8569,-147.8028,35.92,82,75,5.75,broken clouds
623,Kaspiysk,RU,42.8816,47.6392,41.18,100,100,4.47,fog
624,Mvuma,ZW,-19.2792,30.5283,64.13,85,98,4.99,overcast clouds
625,Woodward,US,36.4337,-99.3904,52.83,35,0,0.0,clear sky
626,Monsenhor Gil,BR,-5.5642,-42.6078,78.82,67,44,3.13,scattered clouds
627,Venice,US,27.0998,-82.4543,77.0,83,24,1.01,few clouds
628,Dongning,CN,44.0622,131.1207,18.32,88,38,6.04,scattered clouds
629,Antalaha,MG,-14.9003,50.2788,70.95,86,20,6.22,few clouds
630,Tadine,NC,-21.55,167.8833,77.18,82,86,18.97,overcast clouds
631,Safaga,EG,26.7292,33.9365,73.4,53,2,8.39,clear sky
632,Roald,NO,62.5833,6.1333,52.75,93,100,4.61,overcast clouds
633,Wilmington,US,34.2257,-77.9447,69.91,85,0,8.05,clear sky
634,Sinjar,IQ,36.3209,41.8754,59.32,54,0,4.36,clear sky
635,Vilyuysk,RU,63.7553,121.6247,6.75,87,100,15.08,overcast clouds
636,Lorengau,PG,-2.0226,147.2712,83.41,74,99,4.72,overcast clouds
637,Chimoio,MZ,-19.1164,33.4833,71.46,94,75,1.52,broken clouds
638,Bubaque,GW,11.2833,-15.8333,82.85,60,31,7.72,scattered clouds
639,Merritt Island,US,28.5392,-80.672,81.0,69,40,2.3,scattered clouds
640,Kenora,CA,49.8167,-94.4337,20.37,73,75,4.61,broken clouds
641,Beringovskiy,RU,63.05,179.3167,10.36,99,100,8.86,overcast clouds
642,Coahuayana,MX,18.7333,-103.6833,81.66,68,0,5.03,clear sky
643,Tommot,RU,58.9564,126.2925,20.28,68,100,13.62,overcast clouds
644,Nedryhayliv,UA,50.834,33.8763,48.69,85,81,14.74,broken clouds
645,Sampit,ID,-2.5333,112.95,75.7,95,99,1.23,light rain
646,Idenao,CM,4.2475,9.0047,76.71,91,95,3.94,light rain
647,Katherine,AU,-14.4667,132.2667,86.32,66,75,10.36,broken clouds
648,Bajil,YE,15.0584,43.2851,78.84,70,1,3.0,clear sky
649,Aginskoye,RU,51.1,114.53,14.4,88,80,3.4,broken clouds
650,Wanning,CN,18.8003,110.3967,75.85,88,100,6.24,overcast clouds
651,Biarritz,FR,43.4801,-1.5556,62.82,51,0,5.75,clear sky
652,Fallon,US,39.4735,-118.7774,40.44,81,75,3.44,broken clouds
653,Shitkino,RU,56.3703,98.3543,24.31,89,95,4.61,overcast clouds
654,Baruun-Urt,MN,46.6806,113.2792,18.59,83,24,10.69,few clouds
655,El Ejido,ES,36.7763,-2.8146,69.75,49,25,8.97,scattered clouds
656,Sarakhs,IR,36.5449,61.1577,47.79,37,97,2.84,overcast clouds
657,Skovorodino,RU,53.9833,123.9167,0.68,98,18,2.1,few clouds
658,Assare,BR,-6.8744,-39.875,80.02,55,40,5.7,scattered clouds
659,Punta Gorda,US,26.9298,-82.0454,80.65,83,0,8.05,volcanic ash
660,Novosokolniki,RU,56.3463,30.1578,46.51,72,11,13.09,few clouds
661,Distraccion,CO,10.8969,-72.8861,74.7,96,98,2.42,overcast clouds
662,Sungaipenuh,ID,-2.0833,101.3833,65.82,99,100,0.56,heavy intensity rain
663,Ganzhou,CN,28.8184,115.4327,60.08,59,97,7.58,overcast clouds
664,Akcaabat,TR,41.0212,39.5715,57.07,72,40,6.91,scattered clouds
665,Chifeng,CN,42.2683,118.9636,16.5,79,0,5.53,clear sky
666,Tatarbunary,UA,45.8373,29.6142,46.58,84,57,6.02,broken clouds
667,Voloshka,RU,61.3314,40.0858,41.47,96,100,12.03,overcast clouds
668,Acapulco,MX,16.8634,-99.8901,84.02,70,0,4.61,clear sky
669,Havelock,US,34.8791,-76.9013,71.58,91,0,8.05,clear sky
670,Ketchikan,US,55.3422,-131.6461,37.87,93,100,12.66,light rain
671,Latung,PH,5.5,120.8833,82.67,75,98,5.1,overcast clouds
672,Mazagao,BR,-0.115,-51.2894,82.45,77,31,6.2,scattered clouds
673,Coos Bay,US,43.3665,-124.2179,56.32,86,0,13.8,clear sky
674,Ziro,IN,27.6333,93.8333,40.21,92,22,2.86,few clouds
